name,price,link
Yenilenmiş Iphone 12,33.099 TL,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-256-gb-pasifik-mavisi-b-grade-p-689227256
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
ERA 30 8GB,6.290 TL,https://www.trendyol.com/general-mobile/era-30-8gb-4gb-4gb-genisletilmis-ram-128gb-hafiza-cift-sim-kart-p-848806871
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
S23 Pro Max 256 Gb,5.199 TL,https://www.trendyol.com/reeder/s23-pro-max-256-gb-beyaz-cep-telefonu-turkiye-garantili-p-771164620
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Yenilenmiş iPhone 14,"65.918,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-max-256-gb-gumus-cep-telefonu-12-ay-garantili-a-kalite-p-846785170
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
Galaxy S24 128 GB Gri,32.200 TL,https://www.trendyol.com/samsung/galaxy-s24-128-gb-gri-cep-telefonu-samsung-turkiye-garantili-p-792043223
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Galaxy S23 FE 256 GB,24.880 TL,https://www.trendyol.com/samsung/galaxy-s23-fe-256-gb-gri-samsung-turkiye-garantili-p-767487800
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
iPhone 16 Plus 128GB,67.599 TL,https://www.trendyol.com/apple/iphone-16-plus-128gb-beyaz-p-857296117
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
Galaxy Z Flip5 256 GB,"46.769,45 TL",https://www.trendyol.com/samsung/galaxy-z-flip5-256-gb-mor-samsung-turkiye-garantili-p-745785543
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
iPhone 15 128 GB Mavi,53.799 TL,https://www.trendyol.com/apple/iphone-15-128-gb-mavi-p-762254881
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
VIA A40 256 GB 8 GB,7.599 TL,https://www.trendyol.com/casper/via-a40-256-gb-8-gb-ram-gece-mavisi-p-789060483
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
GENERAL MOBİLE,8.750 TL,https://www.trendyol.com/general-mobile/general-mobile-era-50-12gb-6gb-6gb-genisletilmis-ram-256gb-128-gb-hafiza-cift-sim-kart-p-848803808
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Redmi Note 12 Pro 256,13.850 TL,https://www.trendyol.com/xiaomi/redmi-note-12-pro-256-gb-8-gb-ram-gri-cep-telefonu-xiaomi-turkiye-garantili-p-685539438
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Pura 70 12 GB RAM 256,"34.541,59 TL",https://www.trendyol.com/huawei/pura-70-12-gb-ram-256-gb-siyah-p-834192205
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
12Pro 8GB+256GB Akıllı,"16.768,99 TL",https://www.trendyol.com/realme/12pro-8gb-256gb-akilli-telefon-denizci-mavisi-p-848512738
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
Yenilenmiş iPhone 14,57.499 TL,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-128-gb-mor-a-kalite-p-877554996
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
11 8GB+128GB Parlak,8.899 TL,https://www.trendyol.com/realme/11-8gb-128gb-parlak-siyah-p-825157759
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
C53 4gb 128gb Siyah,6.100 TL,https://www.trendyol.com/realme/c53-4gb-128gb-siyah-cep-telefonu-turkiye-garantili-p-744329842
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Galaxy S24 128 GB Mor,32.800 TL,https://www.trendyol.com/samsung/galaxy-s24-128-gb-mor-cep-telefonu-samsung-turkiye-garantili-p-792043220
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Mi 11 Ultra 12gb ram,44.999 TL,https://www.trendyol.com/xiaomi/mi-11-ultra-12gb-ram-256-gb-xiaomi-turkiye-garantili-p-783926199
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
Yenilenmiş Samsung,7.499 TL,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a52-128-gb-siyah-cep-telefonu-c-kalite-p-829210020
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
Mİ 13 Ultra 16GB RAM,54.999 TL,https://www.trendyol.com/xiaomi/mi-13-ultra-16gb-ram-512-gb-hafiza-akilli-cep-telefonu-turkiye-garantili-p-844887107
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-siyah-titanyum-p-857296077
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
iPhone 14 128 GB Mavi,44.599 TL,https://www.trendyol.com/apple/iphone-14-128-gb-mavi-p-355707135
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
SPARK 20 Pro 256 GB  /,10.899 TL,https://www.trendyol.com/tecno/spark-20-pro-256-gb-12-gb-ram-cep-telefonu-tecno-turkiye-garantili-p-815118071
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Yenilenmiş iPhone 11,"20.804,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-64-gb-uzay-grisi-cep-telefonu-12-ay-garantili-b-kalite-p-658050570
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
Galaxy A06 128GB,6.949 TL,https://www.trendyol.com/samsung/galaxy-a06-128gb-altin-cep-telefonu-samsung-turkiye-garantili-p-857140575
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
F6 Pro 12 GB RAM 512 GB,33.999 TL,https://www.trendyol.com/poco/f6-pro-12-gb-ram-512-gb-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-829994411
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Cep Telefonu C53,7.399 TL,https://www.trendyol.com/realme/cep-telefonu-c53-8-256gb-relame-turkiye-garantili-p-834894059
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
Iphone 14 Pro Max 128,99.999 TL,https://www.trendyol.com/apple/iphone-14-pro-max-128-gb-siyah-cep-telefonu-p-355644228
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Galaxy A15 6 GB RAM,9.499 TL,https://www.trendyol.com/samsung/galaxy-a15-6-gb-ram-128-gb-mavi-samsung-turkiye-garantili-p-793616426
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
C55 256 Gb 8 Gb Ram,8.899 TL,https://www.trendyol.com/realme/c55-256-gb-8-gb-ram-altin-turkiye-garantili-p-720969076
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
C55 6gb / 128gb Raıny,7.719 TL,https://www.trendyol.com/realme/c55-6gb-128gb-rainy-night-p-729574343
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
Yenilenmiş iPhone 12,"35.224,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-max-128gb-gumus-b-kalite-p-784822256
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Pura 70 Ultra 16 GB,"64.498,99 TL",https://www.trendyol.com/huawei/pura-70-ultra-16-gb-ram-512-gb-yesil-p-834192206
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
Yenilenmiş iPhone 13,29.999 TL,https://www.trendyol.com/apple/yenilenmis-iphone-13-mini-128-gb-pembe-a-grade-p-689224379
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
iPhone 14 256 GB Yıldız,48.799 TL,https://www.trendyol.com/apple/iphone-14-256-gb-yildiz-isigi-cep-telefonu-p-355707120
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Yenilenmiş Galaxy,2.699 TL,https://www.trendyol.com/samsung/yenilenmis-galaxy-a02s-32-gb-siyah-cep-telefonu-p-360726705
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
YENİLENMİŞ SAMSUNG,22.099 TL,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s21-ultra-siyah-128gb-p-757346747
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
GM Phoneix 5G,15.071 TL,https://www.trendyol.com/general-mobile/gm-phoneix-5g-dual-carbon-black-16gb-8gb-genisletilmis-ram-256gb-cep-telefonu-p-752381513
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Yenilenmiş Iphone 13,53.999 TL,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-256-gb-sierra-mavisi-a-grade-p-689224113
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
Galaxy S24 FE 128 GB,28.024 TL,https://www.trendyol.com/samsung/galaxy-s24-fe-128-gb-gri-cep-telefonu-samsung-turkiye-garantili-p-857140578
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Yenilenmiş iPhone 8 64,"5.148,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-8-64-gb-altin-cep-telefonu-12-ay-garantili-b-kalite-p-741552832
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Yenilenmiş iPhone 8,"6.490,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-8-plus-64-gb-siyah-cep-telefonu-12-ay-garantili-b-kalite-p-367790640
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
iPhone 12 256 GB,30.899 TL,https://www.trendyol.com/apple/iphone-12-256-gb-kirmizi-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-66145458
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
Yenilenmiş Iphone 11,"22.143,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-max-64-gb-gumus-64-gb-gumus-b-grade-p-689227582
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Note 60 4gb+128gb,6.099 TL,https://www.trendyol.com/realme/note-60-4gb-128gb-mermer-siyahi-p-863648008
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
Hot 30 X6831 256 GB 8,6.549 TL,https://www.trendyol.com/infinix/hot-30-x6831-256-gb-8-gb-ram-cep-telefonu-p-739658793
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Yenilenmiş iPhone 11,26.219 TL,https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-max-256gb-uzay-grisi-b-kalite-p-770380010
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Yenilenmiş iPhone Xs 64,14.389 TL,https://www.trendyol.com/apple/yenilenmis-iphone-xs-64-gb-gumus-cep-telefonu-12-ay-garantili-b-kalite-p-653345706
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
S23 Pro Max 256 GB,4.877 TL,https://www.trendyol.com/reeder/s23-pro-max-256-gb-gold-cep-telefonu-reeder-turkiye-garantili-p-788708201
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
CAMON 20 Pro 256 GB / 8,9.749 TL,https://www.trendyol.com/tecno/camon-20-pro-256-gb-8-gb-ram-beyaz-tecno-turkiye-garantili-p-779256247
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
İphone 13 128 Gb Mavi,39.031 TL,https://www.trendyol.com/apple/iphone-13-128-gb-mavi-mlpk3tu-a-p-150059501
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
Yenilenmiş iPhone 8,"6.590,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-8-plus-64-gb-gold-12-ay-garantili-b-grade-p-326256779
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Smart 9 Cep Telefonu,4.999 TL,https://www.trendyol.com/infinix/smart-9-cep-telefonu-128-gb-4-gb-ram-titanyum-turkiye-garantili-p-880183376
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
C65 6gb 128gb Siyah (,"7.384,70 TL",https://www.trendyol.com/realme/c65-6gb-128gb-siyah-turkiye-garantili-p-843774321
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
iPhone 14 Pro 1 TB,80.999 TL,https://www.trendyol.com/apple/iphone-14-pro-1-tb-derin-mor-p-355707161
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
Galaxy A14 128 GB,9.293 TL,https://www.trendyol.com/samsung/galaxy-a14-128-gb-yesil-cep-telefonu-samsung-turkiye-garantili-p-670168879
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
X6 128 GB 6 GB Mavi,5.899 TL,https://www.trendyol.com/omix/x6-128-gb-6-gb-mavi-omix-turkiye-garantili-p-810295680
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
Yenilenmiş iPhone 14,67.899 TL,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-max-128-gb-derin-mor-cep-telefonu-12-ay-garantili-c-kalite-p-846790757
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
12Pro+ 12GB+512GB,22.869 TL,https://www.trendyol.com/realme/12pro-12gb-512gb-akilli-telefon-denizci-mavisi-p-848511580
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Y28 256 Gb 8 Gb Ram (,8.599 TL,https://www.trendyol.com/vivo/y28-256-gb-8-gb-ram-turkiye-garantili-p-840053608
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
Redmi Note 12 Pro 5G,14.199 TL,https://www.trendyol.com/xiaomi/redmi-note-12-pro-5g-256-gb-8-gb-ram-cep-telefonu-xiaomi-turkiye-garantili-p-780250881
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
Era 50 12gb,8.919 TL,https://www.trendyol.com/general-mobile/era-50-12gb-6gb-6gb-genisletilmis-ram-256gb-hafiza-cift-sim-kart-p-848803834
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Galaxy Note 10 Lite,5.999 TL,https://www.trendyol.com/samsung/galaxy-note-10-lite-128gb-c-grade-yenilenmis-cep-telefonu-12-ay-garantili-p-873687108
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
F6 8 GB 256 GB Siyah,23.649 TL,https://www.trendyol.com/poco/f6-8-gb-256-gb-siyah-poco-turkiye-garantili-p-831670127
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Yenilenmiş Samsung,12.199 TL,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a73-128-gb-yesil-a-kalite-12-ay-garantili-p-794843772
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Flip 5G 8GB+256GB,42.999 TL,https://www.trendyol.com/nubia/flip-5g-8gb-256gb-p-875681042
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
iPhone 16 Pro 256GB Çöl,87.999 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-col-titanyum-p-857296087
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
Redmi Note 9 4 GB 128,6.999 TL,https://www.trendyol.com/xiaomi/redmi-note-9-4-gb-128-gb-cep-telefonu-mineral-grisi-xiaomi-turkiye-garantili-p-41474951
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
iPhone 15 Pro Max 512,96.199 TL,https://www.trendyol.com/apple/iphone-15-pro-max-512-gb-siyah-titanyum-p-762254850
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
23 SE Buz,5.721 TL,https://www.trendyol.com/general-mobile/23-se-buz-mavisi-4-128-gb-cep-telefonu-p-820795273
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Galaxy A35 5G 128 GB,14.450 TL,https://www.trendyol.com/samsung/galaxy-a35-5g-128-gb-8-gb-ram-buz-mavisi-turkiye-garantili-uyumlu-p-820754046
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
Alcatel- 2057d Beyaz,2.109 TL,https://www.trendyol.com/tcl/alcatel-2057d-beyaz-tuslu-telefon-p-379245178
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
Yenilenmiş iPhone XS,17.479 TL,https://www.trendyol.com/apple/yenilenmis-iphone-xs-max-256-gb-space-gray-cep-telefonu-12-ay-garantili-c-kalite-p-851225374
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
P13 Blue Max 2022 4,3.149 TL,https://www.trendyol.com/reeder/p13-blue-max-2022-4-gb-128-gb-beyaz-cep-telefonu-reeder-turkiye-garantili-p-341666596
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
S23 Pro Max 256 GB,5.049 TL,https://www.trendyol.com/reeder/s23-pro-max-256-gb-pembe-cep-telefonu-reeder-turkiye-garantili-p-770835375
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
Yenilenmiş iPhone 7,"4.942,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-7-plus-32-gb-altin-cep-telefonu-12-ay-garantili-a-kalite-p-117138957
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Redmi Note 13 Pro 12,17.999 TL,https://www.trendyol.com/xiaomi/redmi-note-13-pro-12-gb-ram-512-gb-mor-cep-telefonu-xiaomi-turkiye-garantili-p-797235139
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
X6 128 Gb 6 Gb Siyah Cep,5.899 TL,https://www.trendyol.com/omix/x6-128-gb-6-gb-siyah-cep-telefonu-turkiye-garantili-p-810293116
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
Yenilenmiş iPhone 14,43.999 TL,https://www.trendyol.com/apple/yenilenmis-iphone-14-plus-128gb-mavi-b-kalite-p-808702332
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
SPARK 10 Pro 256 GB / 8,7.799 TL,https://www.trendyol.com/tecno/spark-10-pro-256-gb-8-gb-ram-siyah-cep-telefonu-tecno-turkiye-garantili-p-700432428
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-naturel-titanyum-p-857296098
Galaxy A04s 64 GB,6.999 TL,https://www.trendyol.com/samsung/galaxy-a04s-64-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-358105486
iPhone 16 Pro 128GB,81.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-beyaz-titanyum-p-857296096
Yenilenmiş Iphone 8,8.919 TL,https://www.trendyol.com/apple/yenilenmis-iphone-8-plus-128gb-altin-a-kalite-12-ay-garanti-p-779494201
iPhone 16 256GB Beyaz,74.749 TL,https://www.trendyol.com/apple/iphone-16-256gb-beyaz-p-857296135
Galaxy S24 FE 5g,27.869 TL,https://www.trendyol.com/samsung/galaxy-s24-fe-5g-8-256-gb-akilli-telefon-mint-yesili-p-864687399
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-naturel-titanyum-p-857296078
POVA 6 Pro 5G 256 GB /,16.499 TL,https://www.trendyol.com/tecno/pova-6-pro-5g-256-gb-12-gb-ram-yesil-tecno-turkiye-garantili-p-850551940
iPhone 12 64 GB Mor Cep,27.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722
C61 (RMX3930),7.499 TL,https://www.trendyol.com/realme/c61-rmx3930-8gb-256gb-parlak-altin-p-862718610
iPhone 16 Pro Max 256GB,99.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-beyaz-titanyum-p-857296102
Galaxy A05 128 GB,7.949 TL,https://www.trendyol.com/samsung/galaxy-a05-128-gb-siyah-p-793616440
iPhone 16 Pro 256GB,89.949 TL,https://www.trendyol.com/apple/iphone-16-pro-256gb-siyah-titanyum-p-857296104
Galaxy S23 FE 256 GB,25.995 TL,https://www.trendyol.com/samsung/galaxy-s23-fe-256-gb-krem-samsung-turkiye-garantili-p-767487807
iPhone 16 Pro 128GB Çöl,82.999 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094
Yenilenmiş iPhone 11,18.999 TL,https://www.trendyol.com/apple/yenilenmis-iphone-11-128-gb-mor-cep-telefonu-12-ay-garantili-a-kalite-p-689225005
iPhone 16 Pro 128GB,82.949 TL,https://www.trendyol.com/apple/iphone-16-pro-128gb-siyah-titanyum-p-857296083
Yenilenmiş iPhone 12,"31.928,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-128gb-pasifik-mavisi-b-kalite-p-773635071
iPhone 16 Pro Max 512GB,109.999 TL,https://www.trendyol.com/apple/iphone-16-pro-max-512gb-col-titanyum-p-857296093
Yenilenmiş iPhone 12,"18.744,97 TL",https://www.trendyol.com/apple/yenilenmis-iphone-12-mini-64gb-beyaz-b-kalite-p-778393309
iPhone 11 128 GB Beyaz,26.999 TL,https://www.trendyol.com/apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794
iPhone 16 128GB,60.949 TL,https://www.trendyol.com/apple/iphone-16-128gb-laciverttas-p-857296121
iPhone 12 64 GB Beyaz,28.499 TL,https://www.trendyol.com/apple/iphone-12-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706466
A74 Siyah 128 Gb 4 Gb,6.224 TL,https://www.trendyol.com/oppo/a74-siyah-128-gb-4-gb-ram-yenilenmis-urun-sifir-gibi-p-797140130
